Review_Text,Sentiment
الطعم جيد,Positive
"Le sandwich chawarma est bon mais le service est catastrophique, celui à la caisse c’est comme si on le dérangeait et en plein service une femme de ménage passe nettoyer tout le parterre",Negative
"Service lent très lent, et resto incomfortable. Nous étions trois personnes, on nous a installé dans une petite table collée aux autres, on ne pouvait ni se lever ni s'assoir. On a commandé après avoir appelé les serveurs et serveuses une dizaine de fois. une fois qu'un serveuse est venu elle a pris la commande et on a dû attendre une heure pour qu'à la fin ils nous ramènent pas ce qu'on a commandé... Sans oublier la saleté du resto, le sol est dégueulasse ainsi que les tables.
 
 Bref on a dépensé de l'argent pour des plats que nous n'avons pas commandé (et surtout incomplets), un endroit sale, et une attente d'une heure et demi sans oublier le manque d'éducation du personnel.
 
 C'est la première et dernière fois que je mettrai les pieds.",Negative
"Les entrées étaient bonnes le plat aussi ... les prix sont abordables ... je recommande, il fait parti des meilleurs restaurants syriens.",Positive
Très bon,Positive
مطعم مشاء الله من المقبلات إلى الأطباق,Positive
"Great food but a small face and u have to wait to get a table ...
 As for the prices they are a bit expensive for an average person
 But add still give it a 5 stars",Positive
Bon repas mais certains prennent les gens de haut !,Negative
"Un beau restaurant au centre d alger a coté de la station de métro khlifa boukhalfa
 Une bonne nouriture propre mais éviter les heures de pointes il y as pas de place pour y manger",Positive
"Vraiment de la bonne bouf, makla tres tres bonne , la propreté , la quanitité , je le recommande a 1000% biensur je remerci tout l'equipage , un accueil tres chalereux , et une gentillesse remarquable , bonne Continuité",Positive
"De la bonne bouffe, menu varié avec de bons prix,propre et très familiale",Positive
Le service n'est pas du tout rapide,Positive
لذيذ وأسعار ولا اروع,Positive
"Les personnes qui souhaitent manger Syrien, c'est le bon endroit.
 Lieu propre et accueillant.
 J'ai mangé 2 fois et je suis pas déçu. Un plat de viande la première fois et un chawarma pour la deuxième fois.
 Ce restaurant se situe à la sortie de la borne de métro Khalifa Boukhalfa.
 Le riz est bon, et les frites sont pas mal mais pas excellentes. Une bonne adresse pour les amateurs de chawarma et de brochette de viande.
 Pour une assiette de viande mix, il faut compté 1600 dinar soit environ 8€ (sans boisson). Et leur sauce est bonne et crémeuse.",Negative
c un peu long quant ya trop de monde mais apar sa service nikel la bouf est tres tres binne j'adore,Positive
Bon mais pas exceptionnel en plus trop bondé,Negative
Très bonne bouffe ! Problème en gestion des clients,Positive
مطعم رائع مشاء الله,Positive
Correcte mais cher à mon goût,Negative
Le service est rapide et les repas très copieux. Je recommande ce restaurant !,Positive
Très très bon je recommande fortement bonne continuation,Positive
If you are looking for Oriental Food < Syrian > just come to Arabesque. The best place for Kebab and Chawarma,Positive
"Chawarma is good , but the bread isn't , it's a little bit wet so you can't eat the dish",Positive
Toujours aussi bonne bon continuation,Positive
تبى٢,Positive
J'aime,Positive
Jolie mais chère,Positive
اروع طعم الله يبارك,Positive
"C'est un restaurant- Fast Food proposant des specialités syriennes. J'ai déjà mangé pas vraiment top, y en a mieux que ce restaurant mais ça reste propre c'est pour cela que je donne trois étoiles.",Negative
"ما شاء الله
 من احسن المطاعم في العاصمة",Positive
"Pratique à emporter . Vous appelez 20 minutes avant d'arriver et c'est prêt
 Mais sur place à éviter en été car pas de clim. Le personnel à mis 45 minutes à prendre notre commande.
 Évitez de prendre des pizzas si vous êtes pressés car sans mentir il faut 1 heure pour que la pizza soit prête.
 Et la nourriture est de moyenne qualité mais heureusement le prix est abordable.",Negative
Zéro que ce soit service ou la nourriture dégueulasse à fuir,Negative
On demande une mousse au chocolat pas une crème chantilly au goût du chocolat .,Negative
J'ai pris une salade césar elle ressemble à tout à part une salade césar le Burger en parlant pas à part le Gratin qui était acceptable le reste j'ai pas de tout aimé déçu,Negative
De base je mange beaucoup chez lui mais aujourd’hui je suis vraiment decu nouriture pas au top et service vraiment pas au top ont sest sentie comme si ont dérange ont est vraiment decu. Aumbiance pas au rendez-vous il vaut mieux ne pas y aller,Negative
Service catastrophique. Environnement très bruyant et désordonné. Toilettes pas propres. Nourriture pas appréciable à mon goût…,Negative
"Vraiment une restaurant parfaite, endroit au centre ville, déco raffinée et élégant
 Le service est très sympa ils était très aimables et gentilles sur tt avec ma petite fille de 9moi.
 Les plats St très gourmands vraiment que ça soit les salées ou b1 les sucrés avec
 des prix imbattables
 À ne pas raté si vous voulez une restaurant Chic et de la variété
 Des poissons, des grillades pizza, et des desserts",Positive
"Pire expérience sur bejaia énormément de bruit dans la salle, la salle est trop petite pour toutes les tables on se sent dans une boîte de sardine et la nourriture est pas wow pour le prix proposé je vous déconseille fortement cet endroit",Negative
"Intoxication alimentaire
 Prix limite de l'exagération
 Boissons pas fraîches
 Pas de clim a l'étage
 Personnel à refaire et à part le labyle ne comprennent pas notre langue je plains les anglais.
 Enseigne proche du MC Donald mais rassurez vous rien à voir. Fuyez ce pseudo restaurant.",Negative
"Cadre familial mais bruyant. Nourriture pas tres speciale, portions de viande petites et prix élevés. Service sympathique mais peu efficace.",Positive
"Lieux à éviter j’ai pris 1h pour recevoir ma commande, accueil désastreux il reste just la decorated qui fait beau, la cuisine est désastreuse , à éviter.....
 Le pire fast-food-restaurant de bejaia avec des prix qui ne se font pas",Negative
"Vous méritez zéro étoiles, l'accueil n'en parlons pas",Negative
"Zero accueil, aucune amabilité",Negative
"Fast food à éviter, l'acceuil franchement aucun effort surtout le caissier !
 La bouffe pas ouf du tout",Negative
اسوء خدمة ممكن تتعامل معاه,Negative
"J’ai mangé un tiramisu chez eux, il n’avais même pas de goût et je suis tombée malade le lendemain. Salle en haut sans climatisation.",Negative
"Des boissons naturelles chaudes ?? Big max aucun goût, même chose pour pizza merguez 
 2150 Da pour rien avec ma femme.",Negative
Pas propre est pas bon,Positive
"Restoration rapide. Endroit sympa, bon rapport qualité prix, serveur très accueillant, menu assez varié.",Positive
"Je souhaite exprimer mon mécontentement suite à ma visite dans votre établissement hier soir en famille. La qualité de la nourriture était médiocre et a provoqué des problèmes de santé. De plus, la salle était inconfortable en raison de la chaleur due à la climatisation défectueuse.
 
 Je vous demande de remédier à ces problèmes immédiatement pour assurer la satisfaction et la sécurité de vos clients.",Negative
ت,Positive
"je suis venue manger avec mes cousines aujourd’hui pire restaurant de bejaia on nous a servis des portions pour enfant de 4 ans les panions fesaient vraiment rire, la mayonnaise maison immangeable, le caissier insiste sur le fait qu’il nous a servit des crêpe avec des kinder bueno alors qu’il n’y en avait pas juste pour nous faire payer plus chère , personnel désagréable n’aller jamais là bas vous aurez mal au ventre",Negative
"MDRRRRR c'est quoi ça ?? 200da la mousse au chocolat aucun effort de présentation, je m'attendais à un verre et une cuillère on me l'a servi dans un vulgaire Goblet en plastique, en plus le goût est dégueulasse d sker ikel, chicoula n 50da, y a 0 cacao dedans wola",Negative
Tres bonne pizza ❤️ et des sunday délicieux ❤️,Positive
Très bonne glace et service très accueillant force à vous,Positive
"Dégradation total
 Crêpe chocolat pas Nutella
 Sundae mangue rien avoir avec le goût de la mangue
 Café glacé caramel beurre salé pas comme les premiers temps ;ça changé
 Prix élevé par rapport à la qualité",Negative
Les meilleurs de tous les temps équipe souriante respectueuse service rapide la bouffe excellente meilleur endroit,Positive
❤️,Positive
Gauffre délicieuse,Positive
"Les crêpes moelleuses délicieuses
 merci à l'equipe qui sont aux petits soins",Positive
Très bon endroit super bien situé au coeur de sidi yahia il y a de la belle nourriture a recommander,Positive
Très bon coin ❤️,Positive
"Une délicieuse pizza 
 Service machalah et rapide",Positive
Nuul tout simplement.... désolé,Negative
"Les crêpes moelleuses sont indémodables et celles de my sundae franchement les meilleures 
 j’adore leur texture légère et leur goût délicieux ❤️❤️je les recommande à fond, vous devriez vraiment les goûter.
 Vous ne serez pas déçus!",Positive
